t,J1,J2,J3,J4,J5,J6,GL,GR
4.596000,0.001524,-0.053569,-0.038285,0.002245,-0.019748,0.002733,0.010700,0.002859
4.600000,0.001516,-0.053534,-0.038328,0.002194,-0.019703,0.002673,0.010692,0.002874
4.604000,0.001509,-0.053501,-0.038370,0.002145,-0.019659,0.002614,0.010684,0.002889
4.608000,0.001502,-0.053468,-0.038411,0.002097,-0.019616,0.002557,0.010676,0.002903
4.612000,0.001495,-0.053436,-0.038451,0.002049,-0.019573,0.002500,0.010668,0.002918
4.616000,0.001488,-0.053405,-0.038490,0.002003,-0.019532,0.002445,0.010660,0.002933
4.620000,0.001481,-0.053375,-0.038528,0.001958,-0.019492,0.002391,0.010652,0.002948
4.624000,0.001475,-0.053346,-0.038565,0.001913,-0.019453,0.002339,0.010645,0.002962
4.628000,0.001468,-0.053317,-0.038602,0.001870,-0.019414,0.002288,0.010637,0.002977
4.632000,0.001462,-0.053289,-0.038638,0.001828,-0.019377,0.002237,0.010629,0.002992
4.636000,0.001456,-0.053261,-0.038673,0.001786,-0.019340,0.002188,0.010621,0.003006
4.640000,0.001450,-0.053235,-0.038708,0.001745,-0.019304,0.002140,0.010614,0.003021
4.644000,0.001445,-0.053209,-0.038742,0.001705,-0.019269,0.002094,0.010606,0.003035
4.648000,0.001439,-0.053183,-0.038775,0.001667,-0.019235,0.002048,0.010598,0.003049
4.652000,0.001434,-0.053159,-0.038808,0.001628,-0.019202,0.002003,0.010591,0.003064
4.656000,0.001429,-0.053135,-0.038841,0.001591,-0.019169,0.001959,0.010583,0.003078
4.660000,0.001423,-0.053111,-0.038872,0.001555,-0.019137,0.001917,0.010575,0.003092
4.664000,0.001418,-0.053088,-0.038904,0.001519,-0.019106,0.001875,0.010568,0.003106
4.668000,0.001413,-0.053066,-0.038934,0.001484,-0.019075,0.001834,0.010560,0.003120
4.672000,0.001408,-0.053045,-0.038965,0.001450,-0.019045,0.001794,0.010553,0.003135
4.676000,0.001403,-0.053024,-0.038994,0.001416,-0.019016,0.001755,0.010545,0.003149
4.680000,0.001398,-0.053003,-0.039024,0.001383,-0.018988,0.001717,0.010538,0.003163
4.684000,0.001393,-0.052983,-0.039053,0.001351,-0.018960,0.001680,0.010531,0.003177
4.688000,0.001388,-0.052964,-0.039081,0.001320,-0.018932,0.001643,0.010523,0.003190
4.692000,0.001383,-0.052945,-0.039109,0.001289,-0.018905,0.001608,0.010516,0.003204
4.696000,0.001378,-0.052927,-0.039137,0.001259,-0.018879,0.001573,0.010509,0.003218
4.700000,0.001373,-0.052909,-0.039164,0.001230,-0.018854,0.001539,0.010501,0.003232
4.704000,0.001369,-0.052892,-0.039191,0.001201,-0.018828,0.001506,0.010494,0.003246
4.708000,0.001364,-0.052875,-0.039217,0.001173,-0.018804,0.001473,0.010487,0.003259
4.712000,0.001359,-0.052859,-0.039243,0.001146,-0.018780,0.001442,0.010480,0.003273
4.716000,0.001354,-0.052843,-0.039269,0.001119,-0.018756,0.001411,0.010472,0.003287
4.720000,0.001349,-0.052827,-0.039294,0.001092,-0.018733,0.001380,0.010465,0.003300
4.724000,0.001345,-0.052812,-0.039319,0.001066,-0.018711,0.001351,0.010458,0.003314
4.728000,0.001340,-0.052798,-0.039343,0.001041,-0.018689,0.001322,0.010451,0.003327
4.732000,0.001335,-0.052783,-0.039367,0.001016,-0.018667,0.001293,0.010444,0.003341
4.736000,0.001331,-0.052769,-0.039391,0.000992,-0.018646,0.001266,0.010437,0.003354
4.740000,0.001326,-0.052756,-0.039415,0.000969,-0.018625,0.001239,0.010430,0.003367
4.744000,0.001322,-0.052743,-0.039438,0.000945,-0.018605,0.001212,0.010423,0.003381
4.748000,0.001317,-0.052730,-0.039461,0.000923,-0.018585,0.001186,0.010416,0.003394
4.752000,0.001313,-0.052718,-0.039483,0.000901,-0.018565,0.001161,0.010409,0.003407
4.756000,0.001308,-0.052706,-0.039505,0.000879,-0.018546,0.001137,0.010402,0.003420
4.760000,0.001304,-0.052694,-0.039527,0.000858,-0.018528,0.001112,0.010395,0.003433
4.764000,0.001299,-0.052683,-0.039549,0.000837,-0.018509,0.001089,0.010388,0.003447
4.768000,0.001295,-0.052672,-0.039570,0.000816,-0.018492,0.001066,0.010381,0.003460
4.772000,0.001290,-0.052661,-0.039591,0.000797,-0.018474,0.001043,0.010374,0.003473
4.776000,0.001286,-0.052650,-0.039611,0.000777,-0.018457,0.001021,0.010367,0.003486
4.780000,0.001281,-0.052640,-0.039632,0.000758,-0.018440,0.001000,0.010360,0.003499
4.784000,0.001277,-0.052630,-0.039652,0.000739,-0.018424,0.000979,0.010353,0.003512
4.788000,0.001273,-0.052621,-0.039672,0.000721,-0.018408,0.000958,0.010347,0.003524
4.792000,0.001268,-0.052611,-0.039691,0.000703,-0.018392,0.000938,0.010340,0.003537
4.796000,0.001264,-0.052602,-0.039711,0.000686,-0.018376,0.000918,0.010333,0.003550
4.800000,0.001260,-0.052593,-0.039730,0.000669,-0.018361,0.000899,0.010326,0.003563
